timestamp,joint_name,command,command_type
1770546544.4842734,joint1,0.09667626075687497,position
1770546544.4842734,joint2,0.2859626121085314,position
1770546544.4842734,joint3,0.27872304531882486,position
1770546544.4842734,joint4,0.03647361435325412,position
1770546544.5051122,joint1,0.12888786782319894,position
1770546544.5051122,joint2,0.2679955763680427,position
1770546544.5051122,joint3,0.20298650272758534,position
1770546544.5051122,joint4,-0.05313435018951764,position
1770546544.525782,joint1,0.12266364360499131,position
1770546544.525782,joint2,0.31210440914736665,position
1770546544.525782,joint3,0.027198129171984206,position
1770546544.525782,joint4,-0.14357774328722012,position
1770546544.5462704,joint1,0.30136606847824754,position
1770546544.5462704,joint2,0.18724365904154322,position
1770546544.5462704,joint3,0.004447359453110939,position
1770546544.5462704,joint4,-0.2524450549356155,position
1770546544.5668318,joint1,0.3245114937419244,position
1770546544.5668318,joint2,0.1845489943423543,position
1770546544.5668318,joint3,-0.09372436008370069,position
1770546544.5668318,joint4,-0.3453716810609314,position
1770546544.5871155,joint1,0.36260494392999,position
1770546544.5871155,joint2,0.09891121319511367,position
1770546544.5871155,joint3,-0.1826935050998088,position
1770546544.5871155,joint4,-0.3446703192576336,position
1770546544.6079476,joint1,0.17006379395628216,position
1770546544.6079476,joint2,-0.12368953924562145,position
1770546544.6079476,joint3,-0.26309849956501713,position
1770546544.6079476,joint4,-0.1377946859395816,position
1770546544.6283817,joint1,0.13543866580548358,position
1770546544.6283817,joint2,-0.0983583612265654,position
1770546544.6283817,joint3,-0.23323025443283738,position
1770546544.6283817,joint4,-0.19656286620864924,position
1770546544.6491487,joint1,-0.028036104453723988,position
1770546544.6491487,joint2,-0.10505747883176245,position
1770546544.6491487,joint3,-0.3376339168436959,position
1770546544.6491487,joint4,-0.021518224506051446,position
1770546544.6697924,joint1,-0.12336570022294882,position
1770546544.6697924,joint2,-0.3180978057423113,position
1770546544.6697924,joint3,-0.32739480400510246,position
1770546544.6697924,joint4,0.1421318184471595,position
1770546544.6904013,joint1,-0.1895844548326816,position
1770546544.6904013,joint2,-0.31554151465427677,position
1770546544.6904013,joint3,-0.06057080749750573,position
1770546544.6904013,joint4,0.1779040971472084,position
1770546544.7108715,joint1,-0.23222112755859597,position
1770546544.7108715,joint2,-0.1847106930363991,position
1770546544.7108715,joint3,-0.06975325565203168,position
1770546544.7108715,joint4,0.21806224226963555,position
1770546544.7319078,joint1,-0.2127500396641056,position
1770546544.7319078,joint2,-0.12210822329337775,position
1770546544.7319078,joint3,0.10819634686760153,position
1770546544.7319078,joint4,0.3277519194937678,position
1770546544.7527502,joint1,-0.33305493597602714,position
1770546544.7527502,joint2,-0.04872662891831252,position
1770546544.7527502,joint3,0.16502702953091683,position
1770546544.7527502,joint4,0.26474011685348625,position
1770546544.7738888,joint1,-0.22882835527510353,position
1770546544.7738888,joint2,0.03022644648623716,position
1770546544.7738888,joint3,0.29798822799367786,position
1770546544.7738888,joint4,0.24631793857734385,position
1770546544.794453,joint1,-0.14195474758962953,position
1770546544.794453,joint2,0.1477807132951141,position
1770546544.794453,joint3,0.31279647751032086,position
1770546544.794453,joint4,0.1325264779901508,position
1770546544.814712,joint1,-0.0024146428271430154,position
1770546544.814712,joint2,0.18643914128289482,position
1770546544.814712,joint3,0.2378834985945031,position
1770546544.814712,joint4,0.10789633650849034,position
1770546544.8353603,joint1,0.08638223415165733,position
1770546544.8353603,joint2,0.20624023444592743,position
1770546544.8353603,joint3,0.20843312473735393,position
1770546544.8353603,joint4,-0.02723088978717292,position
1770546544.8562326,joint1,0.14865967947826292,position
1770546544.8562326,joint2,0.23641136392799106,position
