timestamp,joint_name,position,velocity,effort
1770546546.5802534,joint1,0.0,0.0,0.0
1770546546.5802534,joint2,0.0,0.0,0.0
1770546546.5802534,joint3,0.0,0.0,0.0
1770546546.5802534,joint4,0.0,0.0,0.0
1770546546.6008797,joint1,0.37029107387980653,0.7405821477596131,5.554366108197098
1770546546.6008797,joint2,0.37029107387980653,0.7405821477596131,5.554366108197098
1770546546.6008797,joint3,0.37029107387980653,0.7405821477596131,5.554366108197098
1770546546.6008797,joint4,0.37029107387980653,0.7405821477596131,5.554366108197098
1770546546.6215396,joint1,0.6235303277933022,1.2470606555866044,9.352954916899533
1770546546.6215396,joint2,0.6235303277933022,1.2470606555866044,9.352954916899533
1770546546.6215396,joint3,0.6235303277933022,1.2470606555866044,9.352954916899533
1770546546.6215396,joint4,0.6235303277933022,1.2470606555866044,9.352954916899533
1770546546.6422226,joint1,0.7081362414663989,1.4162724829327977,10.622043621995983
1770546546.6422226,joint2,0.7081362414663989,1.4162724829327977,10.622043621995983
1770546546.6422226,joint3,0.7081362414663989,1.4162724829327977,10.622043621995983
1770546546.6422226,joint4,0.7081362414663989,1.4162724829327977,10.622043621995983
1770546546.6628022,joint1,0.6168342022780182,1.2336684045560364,9.252513034170274
1770546546.6628022,joint2,0.6168342022780182,1.2336684045560364,9.252513034170274
1770546546.6628022,joint3,0.6168342022780182,1.2336684045560364,9.252513034170274
1770546546.6628022,joint4,0.6168342022780182,1.2336684045560364,9.252513034170274
1770546546.6830297,joint1,0.38499028980603855,0.7699805796120771,5.774854347090578
1770546546.6830297,joint2,0.38499028980603855,0.7699805796120771,5.774854347090578
1770546546.6830297,joint3,0.38499028980603855,0.7699805796120771,5.774854347090578
1770546546.6830297,joint4,0.38499028980603855,0.7699805796120771,5.774854347090578
1770546546.7039866,joint1,0.07887249075139491,0.15774498150278982,1.1830873612709236
1770546546.7039866,joint2,0.07887249075139491,0.15774498150278982,1.1830873612709236
1770546546.7039866,joint3,0.07887249075139491,0.15774498150278982,1.1830873612709236
1770546546.7039866,joint4,0.07887249075139491,0.15774498150278982,1.1830873612709236
1770546546.7244134,joint1,-0.2225780413997932,-0.4451560827995864,-3.338670620996898
1770546546.7244134,joint2,-0.2225780413997932,-0.4451560827995864,-3.338670620996898
1770546546.7244134,joint3,-0.2225780413997932,-0.4451560827995864,-3.338670620996898
1770546546.7244134,joint4,-0.2225780413997932,-0.4451560827995864,-3.338670620996898
1770546546.7448258,joint1,-0.4476059594353332,-0.8952119188706664,-6.714089391529998
1770546546.7448258,joint2,-0.4476059594353332,-0.8952119188706664,-6.714089391529998
1770546546.7448258,joint3,-0.4476059594353332,-0.8952119188706664,-6.714089391529998
1770546546.7448258,joint4,-0.4476059594353332,-0.8952119188706664,-6.714089391529998
1770546546.7653701,joint1,-0.5482548481878442,-1.0965096963756884,-8.223822722817664
1770546546.7653701,joint2,-0.5482548481878442,-1.0965096963756884,-8.223822722817664
1770546546.7653701,joint3,-0.5482548481878442,-1.0965096963756884,-8.223822722817664
1770546546.7653701,joint4,-0.5482548481878442,-1.0965096963756884,-8.223822722817664
1770546546.7859263,joint1,-0.5100097982283698,-1.0200195964567396,-7.650146973425547
1770546546.7859263,joint2,-0.5100097982283698,-1.0200195964567396,-7.650146973425547
1770546546.7859263,joint3,-0.5100097982283698,-1.0200195964567396,-7.650146973425547
1770546546.7859263,joint4,-0.5100097982283698,-1.0200195964567396,-7.650146973425547
1770546546.807967,joint1,-0.3526986145321079,-0.7053972290642158,-5.290479217981618
1770546546.807967,joint2,-0.3526986145321079,-0.7053972290642158,-5.290479217981618
1770546546.807967,joint3,-0.3526986145321079,-0.7053972290642158,-5.290479217981618
1770546546.807967,joint4,-0.3526986145321079,-0.7053972290642158,-5.290479217981618
1770546546.8284457,joint1,-0.12310813751020452,-0.24621627502040905,-1.8466220626530678
1770546546.8284457,joint2,-0.12310813751020452,-0.24621627502040905,-1.8466220626530678
