timestamp,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1770546544.4842584,0.0,0.0,0.0,1.0,-0.03842201750185161,-0.006291382966053482,-0.06804991554028693,0.0,0.0,10.809405452915465
1770546544.505094,0.0,0.0,0.0,1.0,-0.017979857141754492,-0.017617114760959708,0.008701386659422702,0.0,0.0,9.825500998310911
1770546544.525774,0.0,0.0,0.0,1.0,-0.15284129215284947,0.0505440997777713,-0.009161895159468154,0.0,0.0,10.28192544906508
1770546544.5462546,0.0,0.0,0.0,1.0,-0.08803628542634875,0.01953878706486711,0.03425941479778451,0.0,0.0,9.218293353638542
1770546544.5668175,0.0,0.0,0.0,1.0,0.002845042151211861,0.08200298008365803,0.010259621074478715,0.0,0.0,9.725348652990055
1770546544.587106,0.0,0.0,0.0,1.0,-0.10926820506263633,-0.11708172436434389,0.1225198363784469,0.0,0.0,9.21380834776444
1770546544.6079352,0.0,0.0,0.0,1.0,-0.1201921935587514,-0.11652328512785524,-0.1330465097804918,0.0,0.0,10.249501234090875
1770546544.6283698,0.0,0.0,0.0,1.0,-0.19829026727573112,-0.08711719132059444,-0.009889593500239567,0.0,0.0,9.152234990542532
1770546544.6491382,0.0,0.0,0.0,1.0,0.0322101705048106,0.06130777789029094,0.023692331713011248,0.0,0.0,9.805617964371713
1770546544.6697805,0.0,0.0,0.0,1.0,-0.020128101790880055,-0.1810102054071772,-0.05487792907260545,0.0,0.0,10.098038785438277
1770546544.6903937,0.0,0.0,0.0,1.0,-0.09452938550759603,0.05497604800763639,-0.08693380409139048,0.0,0.0,9.568871767080424
1770546544.7108576,0.0,0.0,0.0,1.0,-0.014470106272934064,0.1668324024458332,0.02812426567445527,0.0,0.0,9.738767055834549
1770546544.7318969,0.0,0.0,0.0,1.0,0.09331153420036581,-0.15456614941606084,0.10624894470203311,0.0,0.0,9.510201108019853
1770546544.752742,0.0,0.0,0.0,1.0,0.05057997186161714,-0.05236202613365239,-0.007759493452568597,0.0,0.0,9.932345662275393
1770546544.773875,0.0,0.0,0.0,1.0,-0.04069582776986456,-0.019835757044365167,0.006868961370248481,0.0,0.0,10.200426225116054
1770546544.7944446,0.0,0.0,0.0,1.0,-0.11088096802237597,0.18582405462649007,0.1322080285435315,0.0,0.0,9.548989910772388
1770546544.8147042,0.0,0.0,0.0,1.0,-0.04192674716240024,-0.21562663198793142,-0.20200863770798438,0.0,0.0,8.990329676212465
1770546544.8353488,0.0,0.0,0.0,1.0,-0.026139765830779173,0.10371908567742501,-0.04713355393148368,0.0,0.0,10.345060581570133
1770546544.8562248,0.0,0.0,0.0,1.0,0.12189039541980029,0.09360214144882334,0.14267900237478925,0.0,0.0,9.769323150576525
1770546544.8768926,0.0,0.0,0.0,1.0,0.10071538203565088,-0.014817579732434303,0.032150639685224656,0.0,0.0,10.387444995565957
1770546544.8972387,0.0,0.0,0.0,1.0,0.08185012869189938,0.10946914278418629,0.02404140709939156,0.0,0.0,10.748777631179784
1770546544.9179378,0.0,0.0,0.0,1.0,0.08995412039296481,-0.030459556708011024,0.18722216917393714,0.0,0.0,9.512177914980025
1770546544.9387186,0.0,0.0,0.0,1.0,0.028196850170960405,-0.08225528888109192,0.16197609271146932,0.0,0.0,10.083844363670046
1770546544.959365,0.0,0.0,0.0,1.0,0.061307169887440685,0.037191871881886426,0.04584737913129409,0.0,0.0,10.476223170802145
1770546544.9803958,0.0,0.0,0.0,1.0,0.05544591170913785,0.22444285666416613,0.015154413629770947,0.0,0.0,8.948565618479535
1770546545.000704,0.0,0.0,0.0,1.0,-0.020332073294118805,-0.40347080971291815,-0.04064194955556044,0.0,0.0,10.229843967294237
1770546545.0209951,0.0,0.0,0.0,1.0,0.023078942971708226,-0.05795252877645479,-0.02452205212592569,0.0,0.0,9.485935157859092
1770546545.0414767,0.0,0.0,0.0,1.0,0.018888255672735096,0.006501389911945638,-0.02930947270126783,0.0,0.0,9.755275204839236
1770546545.0619678,0.0,0.0,0.0,1.0,-0.13690971600420054,-0.013393941068853044,0.22882889475889567,0.0,0.0,10.005171498360466
1770546545.0830827,0.0,0.0,0.0,1.0,-0.03281562063369605,0.1378238074159783,-0.1501971715457638,0.0,0.0,10.026271857997585
1770546545.1039271,0.0,0.0,0.0,1.0,0.17886360711119711,0.12540656017505897,0.09623767384055046,0.0,0.0,9.701810877786784
1770546545.12447,0.0,0.0,0.0,1.0,-0.10264008598672923,0.3568198683441992,0.06743867762650947,0.0,0.0,10.49934375140833
1770546545.1452758,0.0,0.0,0.0,1.0,-0.038388124239628056,0.04461145286975757,0.02427750598634222,0.0,0.0,9.620036362541658
1770546545.1659825,0.0,0.0,0.0,1.0,-0.06478661779109646,0.1139272576349295,-0.07657764402580444,0.0,0.0,9.783410198751614
1770546545.1864965,0.0,0.0,0.0,1.0,-0.12947331334237053,-0.019141257492717306,-0.027509600909376427,0.0,0.0,10.074391148010156
1770546545.2085412,0.0,0.0,0.0,1.0,-0.1391060977638366,0.04848987542386007,-0.10740741882455372,0.0,0.0,9.466302031099536
1770546545.229384,0.0,0.0,0.0,1.0,0.06643753183384485,-0.0756558304259981,-0.034670190617618335,0.0,0.0,9.357232185235755
1770546545.2501004,0.0,0.0,0.0,1.0,-0.022916099447089174,-0.061872499802423764,0.08485172156465678,0.0,0.0,8.95525385145809
1770546545.270845,0.0,0.0,0.0,1.0,-0.015563407559356798,-0.2677809507554997,0.024881029014024763,0.0,0.0,10.354786562724144
1770546545.2914805,0.0,0.0,0.0,1.0,0.03217308403450035,0.08122385663082582,0.14184817312295292,0.0,0.0,10.407978807746387
1770546545.3128734,0.0,0.0,0.0,1.0,0.0873791469095419,0.07747203397210548,0.041544974749281996,0.0,0.0,9.407229128687607
1770546545.3341186,0.0,0.0,0.0,1.0,-0.09990944815805637,-0.05444149545187682,-0.06770598543776271,0.0,0.0,10.580643761801987
1770546545.3550296,0.0,0.0,0.0,1.0,-0.1904799382165645,0.05944042177494008,0.0011579281155559317,0.0,0.0,9.658417280986109
1770546545.3762448,0.0,0.0,0.0,1.0,-0.15745262820355654,-0.06131398572903527,-0.006558133702121268,0.0,0.0,10.025174635123966
1770546545.3970459,0.0,0.0,0.0,1.0,-0.06301847169064084,0.14835319839187264,0.04559128395397658,0.0,0.0,9.713097948348707
1770546545.4175117,0.0,0.0,0.0,1.0,0.02527703677979804,-0.07025826470996503,0.08771644091708009,0.0,0.0,9.880361494133746
1770546545.437839,0.0,0.0,0.0,1.0,-0.0979669864264056,-0.1688625673866301,-0.13735617953345566,0.0,0.0,10.104390700760153
1770546545.4584866,0.0,0.0,0.0,1.0,0.1165580223232121,-0.22047845027274982,-0.24408268240620934,0.0,0.0,8.53077174993159
1770546545.4792652,0.0,0.0,0.0,1.0,0.01713023533099482,-0.03943030174758315,0.03934479456303616,0.0,0.0,9.267308279851521
1770546545.5011632,0.0,0.0,0.0,1.0,0.16542043708342896,0.12219098407556934,-0.19074878756923255,0.0,0.0,10.474993527261514
1770546545.5219572,0.0,0.0,0.0,1.0,0.0890580287376809,0.18748626039904892,0.04080567852624087,0.0,0.0,10.601097736584448
1770546545.54258,0.0,0.0,0.0,1.0,-0.16531224287549653,-0.15379141528408966,-0.012659837190022278,0.0,0.0,9.967240766219337
1770546545.5629687,0.0,0.0,0.0,1.0,-0.013237607588710128,-0.02533707150869005,-0.029653967991421178,0.0,0.0,9.889010576035648
1770546545.583484,0.0,0.0,0.0,1.0,0.03283237209845383,-0.07006058068949651,-0.09797166072662834,0.0,0.0,9.086951599579596
1770546545.6039402,0.0,0.0,0.0,1.0,0.1328302574056407,-0.07051047408206679,0.018436836243269746,0.0,0.0,10.293820095388865
1770546545.6244702,0.0,0.0,0.0,1.0,-0.10113653125191449,0.054076430413019676,0.11643764386909028,0.0,0.0,10.045600183387853
1770546545.6451082,0.0,0.0,0.0,1.0,0.06171131567220911,0.09431288488226294,0.0938256777459565,0.0,0.0,9.81554841183252
1770546545.6658347,0.0,0.0,0.0,1.0,-0.1663138007235341,0.19508163372658793,-0.15235603259900712,0.0,0.0,9.741256009731266
1770546545.686479,0.0,0.0,0.0,1.0,-0.05086011862911406,0.08522869662367599,-0.018020900264681002,0.0,0.0,9.266902323278106
1770546545.707443,0.0,0.0,0.0,1.0,0.048307370720942086,-0.04337331887209284,0.13754466978921936,0.0,0.0,9.987051208510612
1770546545.7280025,0.0,0.0,0.0,1.0,-0.03821888527790382,0.007380317612892886,-0.1225225711639668,0.0,0.0,11.107053233932909
1770546545.7484963,0.0,0.0,0.0,1.0,-0.22334331985364828,0.05384412194990015,-0.07786094831797351,0.0,0.0,9.038242181144904
1770546545.76916,0.0,0.0,0.0,1.0,0.17913075712874948,-0.16188233713102626,-0.13421973704154577,0.0,0.0,9.603832569167956
1770546545.789679,0.0,0.0,0.0,1.0,0.0645607592127058,-0.07902449490418288,0.0381230875039192,0.0,0.0,10.592537815006821
1770546545.8105292,0.0,0.0,0.0,1.0,0.029691217230496704,0.03444971335916049,0.1930603222664989,0.0,0.0,9.948997848182309
1770546545.830821,0.0,0.0,0.0,1.0,0.06082701987612006,-0.054865461930870496,0.019406543781235616,0.0,0.0,9.449027754962671
1770546545.851133,0.0,0.0,0.0,1.0,0.014370452132719497,-0.2215188435760565,0.029789583677856314,0.0,0.0,9.932133487675204
1770546545.8718362,0.0,0.0,0.0,1.0,-0.09153552265755714,0.23425176039356177,0.15716806865574484,0.0,0.0,9.991433726717185
1770546545.8930411,0.0,0.0,0.0,1.0,-0.014301695125944031,0.02908070804733247,-0.005429429101467584,0.0,0.0,10.667265296671594
1770546545.9134846,0.0,0.0,0.0,1.0,-0.02366379861871724,-0.09575059595604381,-0.03470878515019062,0.0,0.0,9.927043033428948
1770546545.9341934,0.0,0.0,0.0,1.0,0.08437209258371968,-0.032259661130666355,-0.04285128509856047,0.0,0.0,9.858159627253778
1770546545.9553077,0.0,0.0,0.0,1.0,-0.02264375442463639,-0.00935972397180629,-0.12053419698938544,0.0,0.0,10.409831495757079
1770546545.9761384,0.0,0.0,0.0,1.0,-0.02661967586178105,0.018873124010760724,0.017368301532830695,0.0,0.0,9.714722119672583
1770546545.9965954,0.0,0.0,0.0,1.0,-0.009591624631451254,0.11318987800213093,0.06298575308307885,0.0,0.0,9.732600566009186
1770546546.0179114,0.0,0.0,0.0,1.0,-0.05025715591372635,-0.05820187627607703,-0.1270510136336029,0.0,0.0,10.395108160102225
