timestamp,joint_name,command,command_type
1770546541.8519175,joint1,0.03044041291018494,position
1770546541.8519175,joint2,0.4273082241965226,position
1770546541.8519175,joint3,0.06932322425662067,position
1770546541.8519175,joint4,-0.5298912050229069,position
1770546541.872414,joint1,0.04328326774978766,position
1770546541.872414,joint2,0.5876318623031189,position
1770546541.872414,joint3,-0.11691488922230442,position
1770546541.872414,joint4,-0.5049495822797763,position
1770546541.895524,joint1,0.2624730361765285,position
1770546541.895524,joint2,0.49252534356743155,position
1770546541.895524,joint3,-0.2874045322844311,position
1770546541.895524,joint4,-0.47156649779895704,position
1770546541.916673,joint1,0.2563043121354066,position
1770546541.916673,joint2,0.34100903631631124,position
1770546541.916673,joint3,-0.31670750714168083,position
1770546541.916673,joint4,-0.3436291122729502,position
1770546541.9374478,joint1,0.458195734518957,position
1770546541.9374478,joint2,0.19869806818368024,position
1770546541.9374478,joint3,-0.4533125576155321,position
1770546541.9374478,joint4,-0.24997969729920896,position
1770546541.957793,joint1,0.4757275432095075,position
1770546541.957793,joint2,0.16831089791374473,position
1770546541.957793,joint3,-0.4255107974483219,position
1770546541.957793,joint4,-0.15717942904290466,position
1770546541.9783347,joint1,0.520699796291382,position
1770546541.9783347,joint2,0.058127072174147185,position
1770546541.9783347,joint3,-0.4588195586488816,position
1770546541.9783347,joint4,0.031266984702244184,position
1770546541.9996064,joint1,0.5643157908562365,position
1770546541.9996064,joint2,-0.11467482255743175,position
1770546541.9996064,joint3,-0.4866817932439354,position
1770546541.9996064,joint4,0.030981719827100337,position
1770546542.020139,joint1,0.5166263491441379,position
1770546542.020139,joint2,-0.3399080860830218,position
1770546542.020139,joint3,-0.5020182943713445,position
1770546542.020139,joint4,0.23704558976415582,position
1770546542.0420818,joint1,0.3700530929221073,position
1770546542.0420818,joint2,-0.30303990211580994,position
1770546542.0420818,joint3,-0.3220196341847077,position
1770546542.0420818,joint4,0.3611014884315157,position
1770546542.0625434,joint1,0.21817700671674362,position
1770546542.0625434,joint2,-0.410772055902778,position
1770546542.0625434,joint3,-0.3288287779708382,position
1770546542.0625434,joint4,0.3290891306852612,position
1770546542.0832927,joint1,0.19719833910986345,position
1770546542.0832927,joint2,-0.4156994580145269,position
1770546542.0832927,joint3,-0.11476768222524218,position
1770546542.0832927,joint4,0.4716049284980766,position
1770546542.1037467,joint1,0.04668585751272009,position
1770546542.1037467,joint2,-0.3937887536490703,position
1770546542.1037467,joint3,-0.10765547848910174,position
1770546542.1037467,joint4,0.5729161820852147,position
1770546542.1243515,joint1,-0.12234749557042669,position
1770546542.1243515,joint2,-0.5165153159636031,position
1770546542.1243515,joint3,0.07690736092406097,position
1770546542.1243515,joint4,0.4333855665062673,position
1770546542.1455326,joint1,-0.18649825859892447,position
1770546542.1455326,joint2,-0.461538504349237,position
1770546542.1455326,joint3,0.13665720235499526,position
1770546542.1455326,joint4,0.4965627671084062,position
1770546542.166259,joint1,-0.3246526148885852,position
1770546542.166259,joint2,-0.5126917252632784,position
1770546542.166259,joint3,0.1771170173173261,position
1770546542.166259,joint4,0.38800508832530484,position
1770546542.1870272,joint1,-0.356225815312772,position
1770546542.1870272,joint2,-0.22928809626122015,position
1770546542.1870272,joint3,0.3841241132374307,position
1770546542.1870272,joint4,0.33490641402716204,position
1770546542.2077134,joint1,-0.43394172675537723,position
1770546542.2077134,joint2,-0.15681893629606267,position
1770546542.2077134,joint3,0.40099621370730754,position
1770546542.2077134,joint4,0.21870484199577564,position
1770546542.2281456,joint1,-0.4823622992149885,position
1770546542.2281456,joint2,-0.11000476706304012,position
1770546542.2281456,joint3,0.52706737197837,position
1770546542.2281456,joint4,0.12258778509807862,position
1770546542.2487657,joint1,-0.49143570015048693,position
1770546542.2487657,joint2,0.03908922630550882,position
1770546542.2487657,joint3,0.5149258093577146,position
1770546542.2487657,joint4,0.02179280844735098,position
1770546542.269912,joint1,-0.48061126179680025,position
1770546542.269912,joint2,0.18528245138956656,position
1770546542.269912,joint3,0.43279734482865573,position
1770546542.269912,joint4,-0.1874384492117146,position
1770546542.2904158,joint1,-0.41682699276335833,position
1770546542.2904158,joint2,0.2767825292172159,position
1770546542.2904158,joint3,0.5286259349353247,position
1770546542.2904158,joint4,-0.3100337149054274,position
1770546542.311215,joint1,-0.40300116072715425,position
1770546542.311215,joint2,0.3201199425188872,position
1770546542.311215,joint3,0.3415725468927815,position
1770546542.311215,joint4,-0.3884120210039678,position
1770546542.331918,joint1,-0.22925417572678913,position
1770546542.331918,joint2,0.36835842290572146,position
1770546542.331918,joint3,0.23291798199907515,position
1770546542.331918,joint4,-0.4179084971960943,position
1770546542.3532994,joint1,-0.11499128993130842,position
1770546542.3532994,joint2,0.4212598496571148,position
1770546542.3532994,joint3,0.12458910593310529,position
1770546542.3532994,joint4,-0.4743210177119412,position
1770546542.374793,joint1,0.0036803751196039397,position
1770546542.374793,joint2,0.529373064093998,position
1770546542.374793,joint3,0.058588921589434344,position
1770546542.374793,joint4,-0.47153499580056957,position
1770546542.3952053,joint1,0.07286898636728115,position
1770546542.3952053,joint2,0.5212856407986296,position
1770546542.3952053,joint3,-0.20186710444519645,position
1770546542.3952053,joint4,-0.5231602285548959,position
1770546542.415949,joint1,0.1519124583807157,position
1770546542.415949,joint2,0.40769252264395767,position
1770546542.415949,joint3,-0.25401555248809815,position
1770546542.415949,joint4,-0.48896697599430794,position
1770546542.4364843,joint1,0.4136051062756187,position
1770546542.4364843,joint2,0.32076781385397113,position
1770546542.4364843,joint3,-0.26662511633989294,position
1770546542.4364843,joint4,-0.3892492333519704,position
1770546542.4568565,joint1,0.3597954850717827,position
1770546542.4568565,joint2,0.2215079728152113,position
1770546542.4568565,joint3,-0.40785652558365354,position
1770546542.4568565,joint4,-0.2177948894296679,position
1770546542.4780574,joint1,0.42828732943778236,position
1770546542.4780574,joint2,0.06318162116403403,position
1770546542.4780574,joint3,-0.4336952139980461,position
1770546542.4780574,joint4,-0.21875309889196715,position
1770546542.498525,joint1,0.4541960522322084,position
1770546542.498525,joint2,0.036753936639840924,position
1770546542.498525,joint3,-0.4913672628642223,position
1770546542.498525,joint4,0.02724093910076894,position
1770546542.5195928,joint1,0.4955652043029665,position
1770546542.5195928,joint2,-0.12581211783557125,position
1770546542.5195928,joint3,-0.4437758147676616,position
1770546542.5195928,joint4,0.10629644269523497,position
1770546542.5407798,joint1,0.5237256736913912,position
1770546542.5407798,joint2,-0.24046783441097813,position
1770546542.5407798,joint3,-0.33949425040489273,position
1770546542.5407798,joint4,0.21456605406073362,position
1770546542.5611124,joint1,0.4399394229419492,position
1770546542.5611124,joint2,-0.27860266394663,position
1770546542.5611124,joint3,-0.3061110192626453,position
1770546542.5611124,joint4,0.26026087264442516,position
1770546542.5817456,joint1,0.29397379070842294,position
1770546542.5817456,joint2,-0.40092822286914315,position
1770546542.5817456,joint3,-0.2987873750425445,position
1770546542.5817456,joint4,0.4231006164205715,position
1770546542.6029406,joint1,0.19926761694670603,position
1770546542.6029406,joint2,-0.4763008025670233,position
1770546542.6029406,joint3,-0.09057779223020157,position
1770546542.6029406,joint4,0.49964068408263207,position
1770546542.6232648,joint1,0.09779479827040272,position
1770546542.6232648,joint2,-0.505591582444338,position
1770546542.6232648,joint3,-0.10542475216663658,position
1770546542.6232648,joint4,0.4481073251644804,position
1770546542.6436458,joint1,-0.08530942869072823,position
1770546542.6436458,joint2,-0.5531497003573338,position
1770546542.6436458,joint3,0.11071605488741984,position
1770546542.6436458,joint4,0.48370024813957224,position
1770546542.6641738,joint1,-0.2844468750294847,position
1770546542.6641738,joint2,-0.4690295323875593,position
1770546542.6641738,joint3,0.20795766922466105,position
1770546542.6641738,joint4,0.5396815298436964,position
1770546542.6854432,joint1,-0.2065361240003164,position
1770546542.6854432,joint2,-0.46359104161714937,position
1770546542.6854432,joint3,0.259274116718888,position
1770546542.6854432,joint4,0.448770793581607,position
1770546542.7061772,joint1,-0.31856518359091673,position
1770546542.7061772,joint2,-0.37759884304453,position
1770546542.7061772,joint3,0.4380020187357646,position
1770546542.7061772,joint4,0.3443049939835364,position
1770546542.726899,joint1,-0.4288069156549932,position
1770546542.726899,joint2,-0.19164859225174574,position
1770546542.726899,joint3,0.44992117262349707,position
1770546542.726899,joint4,0.22430666492225634,position
1770546542.7474694,joint1,-0.5282006332771262,position
1770546542.7474694,joint2,-0.11876489887124975,position
1770546542.7474694,joint3,0.5408544959527684,position
1770546542.7474694,joint4,-0.06240879424296486,position
1770546542.768609,joint1,-0.5435383105548617,position
1770546542.768609,joint2,0.02595304911370216,position
1770546542.768609,joint3,0.48453257271462924,position
1770546542.768609,joint4,-0.04452505274828359,position
1770546542.7890494,joint1,-0.4842181444074595,position
1770546542.7890494,joint2,0.15727654941160238,position
1770546542.7890494,joint3,0.4442975338167011,position
1770546542.7890494,joint4,-0.13295241617962136,position
1770546542.8107653,joint1,-0.4315888569480332,position
1770546542.8107653,joint2,0.24629355962604832,position
1770546542.8107653,joint3,0.44934472736009046,position
1770546542.8107653,joint4,-0.23576575937076613,position
1770546542.8315644,joint1,-0.3425215962090062,position
1770546542.8315644,joint2,0.41179441911100007,position
1770546542.8315644,joint3,0.4105560804674009,position
1770546542.8315644,joint4,-0.4197782073148421,position
1770546542.8522546,joint1,-0.2250541537475605,position
1770546542.8522546,joint2,0.4034960638769064,position
1770546542.8522546,joint3,0.24379349019860033,position
1770546542.8522546,joint4,-0.49964861937737926,position
1770546542.8750556,joint1,-0.13827045618503112,position
1770546542.8750556,joint2,0.43726373703442845,position
1770546542.8750556,joint3,0.18951003372824754,position
1770546542.8750556,joint4,-0.4890142831270089,position
1770546542.8957503,joint1,0.007680565300857996,position
1770546542.8957503,joint2,0.5089154767338139,position
1770546542.8957503,joint3,0.05529460166979999,position
1770546542.8957503,joint4,-0.5014454956851517,position
1770546542.91635,joint1,0.12493113223302416,position
1770546542.91635,joint2,0.4383938129005265,position
1770546542.91635,joint3,-0.16760373807425102,position
1770546542.91635,joint4,-0.4998012861343404,position
1770546542.9369135,joint1,0.2598352252719719,position
1770546542.9369135,joint2,0.3862437316110084,position
1770546542.9369135,joint3,-0.1676523988029983,position
1770546542.9369135,joint4,-0.4599135738733556,position
1770546542.957184,joint1,0.4108303804035795,position
1770546542.957184,joint2,0.24920864926808506,position
1770546542.957184,joint3,-0.3021095610949952,position
1770546542.957184,joint4,-0.44203955278572726,position
1770546542.9776163,joint1,0.47423333047601113,position
1770546542.9776163,joint2,0.27841274238167324,position
1770546542.9776163,joint3,-0.4801342157151493,position
1770546542.9776163,joint4,-0.2694493460026195,position
1770546542.9981933,joint1,0.4709595326659304,position
1770546542.9981933,joint2,0.10207329275935496,position
1770546542.9981933,joint3,-0.54373944322533,position
1770546542.9981933,joint4,-0.13607955891095286,position
1770546543.0189278,joint1,0.4399147129443603,position
1770546543.0189278,joint2,0.07133933052122943,position
1770546543.0189278,joint3,-0.46086925232931664,position
1770546543.0189278,joint4,-0.009824062479259928,position
1770546543.0412104,joint1,0.40884018463418853,position
1770546543.0412104,joint2,-0.1048470590170943,position
1770546543.0412104,joint3,-0.4354011141763678,position
1770546543.0412104,joint4,0.05031610052388599,position
1770546543.061519,joint1,0.449197789007971,position
1770546543.061519,joint2,-0.24222069593564952,position
1770546543.061519,joint3,-0.4304386194323231,position
1770546543.061519,joint4,0.24691637100051236,position
1770546543.0827873,joint1,0.4759378698269,position
1770546543.0827873,joint2,-0.3179628302955805,position
1770546543.0827873,joint3,-0.43802223416402214,position
1770546543.0827873,joint4,0.37602047582316245,position
1770546543.103153,joint1,0.44936021279730043,position
1770546543.103153,joint2,-0.3680876345314357,position
1770546543.103153,joint3,-0.29609811948260295,position
1770546543.103153,joint4,0.3733669221821824,position
1770546543.1234827,joint1,0.11425463099860755,position
1770546543.1234827,joint2,-0.5306061852134657,position
1770546543.1234827,joint3,-0.3623631227314127,position
1770546543.1234827,joint4,0.4833421073491558,position
1770546543.1437724,joint1,0.017653865440952293,position
1770546543.1437724,joint2,-0.5595962869376221,position
1770546543.1437724,joint3,-0.1725151648359039,position
1770546543.1437724,joint4,0.5609820471500268,position
1770546543.1646018,joint1,-0.11751286010439457,position
1770546543.1646018,joint2,-0.4212582233150103,position
1770546543.1646018,joint3,0.13142016676316776,position
1770546543.1646018,joint4,0.5106363375062252,position
1770546543.185397,joint1,-0.17111405000731403,position
1770546543.185397,joint2,-0.33758183087208526,position
1770546543.185397,joint3,0.17611368286125542,position
1770546543.185397,joint4,0.4711909258473623,position
1770546543.206224,joint1,-0.24328079748296313,position
1770546543.206224,joint2,-0.4519140954213101,position
1770546543.206224,joint3,0.27048297985259534,position
1770546543.206224,joint4,0.4548741244063066,position
1770546543.2265487,joint1,-0.38791681643172865,position
1770546543.2265487,joint2,-0.3714069180394195,position
1770546543.2265487,joint3,0.39990346750103345,position
1770546543.2265487,joint4,0.33380876771119855,position
1770546543.2471957,joint1,-0.4590955128453586,position
1770546543.2471957,joint2,-0.2934900777917953,position
1770546543.2471957,joint3,0.34979608054451017,position
1770546543.2471957,joint4,0.13658022832015815,position
1770546543.2675667,joint1,-0.4381613836049153,position
1770546543.2675667,joint2,-0.04457670139748192,position
1770546543.2675667,joint3,0.6430721109728605,position
1770546543.2675667,joint4,0.11979625662326145,position
1770546543.2883081,joint1,-0.587682450265627,position
1770546543.2883081,joint2,0.11936758813144865,position
1770546543.2883081,joint3,0.5197172597988035,position
1770546543.2883081,joint4,-0.00814760713645445,position
1770546543.3102343,joint1,-0.47624240138451845,position
1770546543.3102343,joint2,0.10439311679405827,position
1770546543.3102343,joint3,0.38042719891543697,position
1770546543.3102343,joint4,-0.15799629794367484,position
1770546543.33061,joint1,-0.4816202970229731,position
1770546543.33061,joint2,0.23163264056701705,position
1770546543.33061,joint3,0.4226282970938054,position
1770546543.33061,joint4,-0.21076971949250425,position
1770546543.3511548,joint1,-0.32493566072715485,position
1770546543.3511548,joint2,0.36859583351123576,position
1770546543.3511548,joint3,0.3100654939934269,position
1770546543.3511548,joint4,-0.4216789150807384,position
1770546543.3714306,joint1,-0.292614742625921,position
1770546543.3714306,joint2,0.4331106826688695,position
1770546543.3714306,joint3,0.2398073904230515,position
1770546543.3714306,joint4,-0.4402745081952789,position
1770546543.3929863,joint1,-0.0330542335599712,position
1770546543.3929863,joint2,0.47931582898668523,position
1770546543.3929863,joint3,0.13779456432106874,position
1770546543.3929863,joint4,-0.5143684708460636,position
1770546543.4145653,joint1,0.07052484820563072,position
1770546543.4145653,joint2,0.48468150929810655,position
1770546543.4145653,joint3,0.016436071422329456,position
1770546543.4145653,joint4,-0.5074936642238599,position
1770546543.4350436,joint1,0.20815254081494014,position
1770546543.4350436,joint2,0.48860031303124135,position
