timestamp,joint_name,position,velocity,effort
1770546544.4842253,joint1,0.0,0.0,0.0
1770546544.4842253,joint2,0.25980762113533157,0.5196152422706631,3.8971143170299736
1770546544.4842253,joint3,0.2598076211353316,0.5196152422706632,3.8971143170299745
1770546544.4842253,joint4,3.6739403974420595e-17,7.347880794884119e-17,5.51091059616309e-16
1770546544.5050108,joint1,0.11043736580540339,0.22087473161080678,1.6565604870810509
1770546544.5050108,joint2,0.29678169988889647,0.5935633997777929,4.451725498333447
1770546544.5050108,joint3,0.18634433408349316,0.3726886681669863,2.795165011252397
1770546544.5050108,joint4,-0.11043736580540338,-0.22087473161080676,-1.6565604870810506
1770546544.5257328,joint1,0.2053641317786066,0.4107282635572132,3.080461976679099
1770546544.5257328,joint2,0.2920736708619481,0.5841473417238962,4.381105062929221
1770546544.5257328,joint3,0.0867095390833415,0.173419078166683,1.3006430862501226
1770546544.5257328,joint4,-0.2053641317786066,-0.4107282635572132,-3.080461976679099
1770546544.5461478,joint1,0.2714481157398059,0.5428962314796117,4.071721736097088
1770546544.5461478,joint2,0.24634476274011124,0.4926895254802225,3.6951714411016687
1770546544.5461478,joint3,-0.025103352999694645,-0.05020670599938929,-0.3765502949954197
1770546544.5461478,joint4,-0.2714481157398058,-0.5428962314796116,-4.071721736097087
1770546544.5667639,joint1,0.2994080185284815,0.598816037056963,4.491120277927222
1770546544.5667639,joint2,0.16601746477300322,0.33203492954600644,2.4902619715950483
1770546544.5667639,joint3,-0.13339055375547812,-0.26678110751095624,-2.0008583063321717
1770546544.5667639,joint4,-0.2994080185284815,-0.598816037056963,-4.491120277927222
1770546544.5870574,joint1,0.2853169548885461,0.5706339097770922,4.279754323328191
1770546544.5870574,joint2,0.06237350724532792,0.12474701449065584,0.9356026086799187
1770546544.5870574,joint3,-0.2229434476432182,-0.4458868952864364,-3.3441517146482727
1770546544.5870574,joint4,-0.2853169548885461,-0.5706339097770922,-4.279754323328191
1770546544.6078467,joint1,0.23115397283273675,0.4623079456654735,3.467309592491051
1770546544.6078467,joint2,-0.05003062401483071,-0.10006124802966142,-0.7504593602224606
1770546544.6078467,joint3,-0.2811845968475674,-0.5623691936951348,-4.217768952713511
1770546544.6078467,joint4,-0.23115397283273686,-0.46230794566547373,-3.467309592491053
1770546544.628279,joint1,0.14452610223051457,0.28905220446102914,2.1678915334577185
1770546544.628279,joint2,-0.15540810281193898,-0.31081620562387796,-2.3311215421790847
1770546544.628279,joint3,-0.29993420504245366,-0.5998684100849073,-4.499013075636805
1770546544.628279,joint4,-0.1445261022305146,-0.2890522044610292,-2.167891533457719
